Unnamed: 0,Y_soft,Y_hard
7665,[0.09894314 0.66079515 0.2402617 ],[0. 1. 0.]
7666,[0.82341444 0.1693918  0.00719374],[1. 0. 0.]
7667,[0.77598083 0.21484707 0.00917202],[1. 0. 0.]
7668,[0.00498436 0.04876313 0.94625252],[0. 0. 1.]
7669,[0.00329566 0.01144971 0.98525465],[0. 0. 1.]
7670,[0.44902602 0.3744922  0.17648177],[0. 1. 0.]
7671,[0.02756608 0.53476214 0.43767175],[0. 0. 1.]
7672,[0.00234193 0.02771755 0.96994048],[0. 0. 1.]
7673,[0.24841188 0.69159371 0.0599944 ],[0. 1. 0.]
7674,[0.65148586 0.25517163 0.09334249],[1. 0. 0.]
7675,[0.03678244 0.85269386 0.11052366],[0. 1. 0.]
7676,[0.0051105  0.01465229 0.98023719],[0. 1. 0.]
7677,[0.04978848 0.63138515 0.31882635],[0. 1. 0.]
7678,[0.95715034 0.03734656 0.00550306],[1. 0. 0.]
7679,[0.00339934 0.03840288 0.95819783],[0. 0. 1.]
7680,[0.93285781 0.05866545 0.00847673],[1. 0. 0.]
7681,[0.02195221 0.95025682 0.02779096],[0. 1. 0.]
7682,[0.00399233 0.02249479 0.97351295],[0. 0. 1.]
7683,[0.01903188 0.83907527 0.1418929 ],[0. 1. 0.]
7684,[0.52552855 0.44474998 0.02972141],[1. 0. 0.]
7685,[0.87901372 0.09354044 0.02744583],[1. 0. 0.]
7686,[0.20375524 0.29672015 0.49952462],[0. 0. 1.]
7687,[0.01088982 0.56592625 0.42318389],[0. 0. 1.]
7688,[0.58245635 0.38865611 0.02888752],[0. 1. 0.]
7689,[0.00586686 0.02196504 0.97216809],[0. 0. 1.]
7690,[0.04132582 0.38426825 0.57440591],[0. 1. 0.]
7691,[0.37199926 0.22146133 0.40653944],[1. 0. 0.]
7692,[0.00423742 0.76290089 0.23286168],[0. 1. 0.]
7693,[0.0620304  0.60776746 0.33020216],[0. 1. 0.]
7694,[0.89981776 0.0925551  0.00762707],[1. 0. 0.]
7695,[0.9501093  0.04416805 0.00572271],[1. 0. 0.]
7696,[0.21930914 0.57401717 0.2066737 ],[0. 1. 0.]
7697,[0.02750403 0.13790111 0.83459485],[0. 0. 1.]
7698,[0.88174039 0.10472444 0.01353524],[1. 0. 0.]
7699,[0.08731928 0.40140584 0.51127487],[0. 0. 1.]
7700,[0.04089058 0.856601   0.10250848],[0. 1. 0.]
7701,[0.60255957 0.30051917 0.09692127],[1. 0. 0.]
7702,[0.12006553 0.29919603 0.58073843],[1. 0. 0.]
7703,[0.00229172 0.02338938 0.97431892],[0. 0. 1.]
7704,[0.04958484 0.12082008 0.82959503],[1. 0. 0.]
7705,[0.22775714 0.74898821 0.02325468],[0. 1. 0.]
7706,[0.00624647 0.10960738 0.88414615],[0. 0. 1.]
7707,[0.00447337 0.01694642 0.97858024],[0. 0. 1.]
7708,[0.00290312 0.01810534 0.97899151],[0. 0. 1.]
7709,[0.68373692 0.23283117 0.08343195],[1. 0. 0.]
7710,[0.17196499 0.75552076 0.07251429],[0. 1. 0.]
7711,[0.01955789 0.8820259  0.09841619],[0. 1. 0.]
7712,[0.56096345 0.40555191 0.03348462],[0. 1. 0.]
7713,[0.89269674 0.08479969 0.02250357],[1. 0. 0.]
7714,[0.59203011 0.36599737 0.04197253],[0. 1. 0.]
7715,[0.01390884 0.22178249 0.76430863],[0. 0. 1.]
7716,[0.26596755 0.6933524  0.04068007],[1. 0. 0.]
7717,[0.90909904 0.08373435 0.00716658],[1. 0. 0.]
7718,[0.59246755 0.38007468 0.02745776],[0. 1. 0.]
7719,[0.88071263 0.09973368 0.01955368],[1. 0. 0.]
7720,[0.07128217 0.32224131 0.60647655],[0. 1. 0.]
7721,[0.85071498 0.13569172 0.01359335],[1. 0. 0.]
7722,[0.7574504  0.2321831  0.01036656],[1. 0. 0.]
7723,[0.18684523 0.13939358 0.67376113],[0. 0. 1.]
7724,[0.74984097 0.23717947 0.01297958],[1. 0. 0.]
7725,[0.19623151 0.4367227  0.36704576],[0. 1. 0.]
7726,[0.00584781 0.80874896 0.18540321],[0. 1. 0.]
7727,[0.5268048  0.44950074 0.02369444],[1. 0. 0.]
7728,[0.01650636 0.0489328  0.93456084],[0. 0. 1.]
7729,[0.38064951 0.59241176 0.02693875],[0. 1. 0.]
7730,[0.01522504 0.09223102 0.89254391],[0. 0. 1.]
7731,[0.83649743 0.14557406 0.01792848],[0. 0. 1.]
7732,[0.86080891 0.11859154 0.02059953],[0. 1. 0.]
7733,[0.23149198 0.48536861 0.28313941],[1. 0. 0.]
7734,[0.0015847  0.02483944 0.97357583],[0. 0. 1.]
7735,[0.68006396 0.30720863 0.01272742],[1. 0. 0.]
7736,[0.0119329  0.91469377 0.07337335],[0. 1. 0.]
7737,[0.0037045  0.01939355 0.97690195],[0. 1. 0.]
7738,[0.00236421 0.01391835 0.98371744],[0. 0. 1.]
7739,[0.03463206 0.33758634 0.62778157],[0. 0. 1.]
7740,[0.00561758 0.66799641 0.32638597],[0. 1. 0.]
7741,[0.0034338  0.10198539 0.89458084],[1. 0. 0.]
7742,[0.00572858 0.03161122 0.96266013],[0. 0. 1.]
7743,[0.60708183 0.35042256 0.04249559],[1. 0. 0.]
7744,[0.74385232 0.24404509 0.01210262],[1. 0. 0.]
7745,[0.02307466 0.82879937 0.14812595],[0. 1. 0.]
7746,[0.01033928 0.48665217 0.50300854],[0. 1. 0.]
7747,[0.05479023 0.41209206 0.53311771],[0. 1. 0.]
7748,[0.00247228 0.01596619 0.98156148],[0. 0. 1.]
7749,[0.71841902 0.26721016 0.01437088],[0. 1. 0.]
7750,[0.00218626 0.0074787  0.99033499],[0. 0. 1.]
7751,[0.00402442 0.01348696 0.98248863],[0. 0. 1.]
7752,[0.64474058 0.26077753 0.09448186],[0. 1. 0.]
7753,[0.00602942 0.3175002  0.6764704 ],[0. 1. 0.]
7754,[0.0037844  0.00908338 0.98713219],[0. 0. 1.]
7755,[0.05456195 0.56302363 0.38241449],[0. 1. 0.]
7756,[0.00230581 0.02236938 0.97532481],[0. 0. 1.]
7757,[0.87745863 0.11013925 0.0124021 ],[1. 0. 0.]
7758,[0.02331333 0.66823441 0.30845225],[0. 1. 0.]
7759,[0.00261742 0.00901469 0.98836786],[0. 0. 1.]
7760,[0.00289903 0.0079089  0.98919207],[0. 0. 1.]
7761,[0.08029643 0.81487763 0.10482593],[0. 1. 0.]
7762,[0.21592106 0.67715859 0.10692034],[0. 1. 0.]
7763,[0.00229971 0.01468515 0.98301518],[0. 0. 1.]
7764,[0.02279248 0.1602391  0.81696844],[0. 0. 1.]
7765,[0.00441023 0.02612998 0.96945983],[0. 1. 0.]
7766,[0.00418161 0.78888625 0.20693213],[1. 0. 0.]
7767,[0.49027905 0.4329313  0.07678965],[0. 1. 0.]
7768,[0.90214366 0.08319118 0.01466516],[1. 0. 0.]
7769,[0.8481313  0.14087224 0.01099648],[0. 1. 0.]
7770,[0.25572538 0.58821636 0.15605822],[1. 0. 0.]
7771,[0.02917313 0.77670497 0.19412187],[0. 1. 0.]
7772,[0.25860274 0.70281416 0.03858307],[0. 1. 0.]
7773,[0.00542876 0.01771211 0.97685915],[0. 0. 1.]
7774,[0.92892766 0.06090816 0.01016425],[1. 0. 0.]
7775,[0.80540508 0.18704577 0.00754909],[1. 0. 0.]
7776,[0.116491   0.3696599  0.51384908],[0. 0. 1.]
7777,[0.00419779 0.03771595 0.95808619],[0. 0. 1.]
7778,[0.52769399 0.44558284 0.02672319],[1. 0. 0.]
7779,[0.94904983 0.04228968 0.00866043],[1. 0. 0.]
7780,[0.57564729 0.3342413  0.09011143],[1. 0. 0.]
7781,[0.81042171 0.14808922 0.04148911],[0. 1. 0.]
7782,[0.7797665  0.2075191  0.01271446],[0. 1. 0.]
7783,[0.12509212 0.19523421 0.67967367],[0. 0. 1.]
7784,[0.44436771 0.36229584 0.19333649],[0. 1. 0.]
7785,[0.01165736 0.25912613 0.72921652],[0. 1. 0.]
7786,[0.00894181 0.0723123  0.91874582],[0. 0. 1.]
7787,[0.00441248 0.0134579  0.98212963],[0. 0. 1.]
7788,[0.00426444 0.00953455 0.98620099],[0. 0. 1.]
7789,[0.09096214 0.51260358 0.39643428],[0. 1. 0.]
7790,[0.90345901 0.0775727  0.01896822],[1. 0. 0.]
7791,[0.00284633 0.01561347 0.98154026],[0. 0. 1.]
7792,[0.035857   0.72730923 0.23683375],[0. 0. 1.]
7793,[0.16953483 0.23019941 0.6002658 ],[0. 1. 0.]
7794,[0.02926199 0.91065985 0.06007815],[0. 1. 0.]
7795,[0.93173367 0.06084074 0.00742558],[1. 0. 0.]
7796,[0.00426926 0.01310745 0.98262328],[0. 0. 1.]
7797,[0.00982904 0.20064004 0.78953093],[0. 1. 0.]
7798,[0.81780142 0.17108451 0.01111408],[0. 1. 0.]
7799,[0.03129607 0.46257702 0.50612694],[0. 1. 0.]
7800,[0.02910153 0.73638254 0.23451591],[0. 1. 0.]
7801,[0.66814196 0.28570145 0.04615663],[0. 1. 0.]
7802,[0.72731346 0.2466722  0.0260143 ],[1. 0. 0.]
7803,[0.29123199 0.67494673 0.03382125],[0. 1. 0.]
7804,[0.89501256 0.08865924 0.01632825],[1. 0. 0.]
7805,[0.02998752 0.22769989 0.74231261],[0. 1. 0.]
7806,[0.00411639 0.37541738 0.62046623],[0. 1. 0.]
7807,[0.00532767 0.20884897 0.7858234 ],[0. 1. 0.]
7808,[0.00465622 0.01388107 0.98146272],[0. 0. 1.]
7809,[0.46329835 0.48074985 0.0559518 ],[0. 1. 0.]
7810,[0.11157374 0.77877223 0.10965404],[0. 1. 0.]
7811,[0.88078678 0.10850678 0.01070646],[1. 0. 0.]
7812,[0.11866072 0.50319076 0.3781485 ],[1. 0. 0.]
7813,[0.92536259 0.06865371 0.00598371],[1. 0. 0.]
7814,[0.2888653  0.62303519 0.08809951],[0. 1. 0.]
7815,[0.00329307 0.02347749 0.97322941],[1. 0. 0.]
7816,[0.84299958 0.13725913 0.01974134],[1. 0. 0.]
7817,[0.00457575 0.0127233  0.98270088],[0. 0. 1.]
7818,[0.00229871 0.03174931 0.96595198],[0. 0. 1.]
7819,[0.04257303 0.81543076 0.14199615],[0. 1. 0.]
7820,[0.00959404 0.88474053 0.10566542],[0. 0. 1.]
7821,[0.09914718 0.74231684 0.158536  ],[0. 1. 0.]
7822,[0.14333445 0.55774438 0.29892117],[0. 0. 1.]
7823,[0.05033034 0.66633826 0.28333139],[0. 1. 0.]
7824,[0.00233056 0.00695715 0.99071234],[0. 0. 1.]
7825,[0.15201664 0.80577278 0.04221062],[0. 1. 0.]
7826,[0.16158721 0.20464517 0.63376766],[0. 0. 1.]
7827,[0.37268654 0.51660198 0.11071153],[1. 0. 0.]
7828,[0.19399348 0.40792564 0.39808086],[0. 0. 1.]
7829,[0.03004814 0.92954487 0.04040698],[0. 1. 0.]
7830,[0.03290191 0.87675738 0.09034065],[0. 1. 0.]
7831,[0.00166282 0.02472603 0.97361112],[0. 1. 0.]
7832,[0.03389953 0.40554404 0.56055641],[0. 1. 0.]
7833,[0.01803727 0.92172885 0.06023391],[0. 1. 0.]
7834,[0.64869875 0.32355008 0.02775115],[0. 0. 1.]
7835,[0.06873561 0.85846221 0.07280213],[0. 1. 0.]
7836,[0.00514263 0.02677666 0.9680807 ],[0. 0. 1.]
7837,[0.00461818 0.09186744 0.90351439],[0. 0. 1.]
7838,[0.05255592 0.47263309 0.47481102],[0. 1. 0.]
7839,[0.00281692 0.02771187 0.96947128],[0. 0. 1.]
7840,[0.01829496 0.09821794 0.88348705],[0. 0. 1.]
7841,[0.1241651  0.77736688 0.09846801],[0. 1. 0.]
7842,[0.03663915 0.23005742 0.73330337],[0. 1. 0.]
7843,[0.35799068 0.60182679 0.04018259],[0. 1. 0.]
7844,[0.00241172 0.00839216 0.98919618],[0. 0. 1.]
7845,[0.94237071 0.05024584 0.00738345],[1. 0. 0.]
7846,[0.16484781 0.75196582 0.08318646],[0. 1. 0.]
7847,[0.94590008 0.04884494 0.00525497],[1. 0. 0.]
7848,[0.02348635 0.70193291 0.27458072],[0. 1. 0.]
7849,[0.49650395 0.31637371 0.18712242],[0. 1. 0.]
7850,[0.02673577 0.33713582 0.63612843],[0. 1. 0.]
7851,[0.00510576 0.06283816 0.93205607],[0. 0. 1.]
7852,[0.52308768 0.42822412 0.04868813],[0. 1. 0.]
7853,[0.03755838 0.09478006 0.86766154],[0. 0. 1.]
7854,[0.00277155 0.07386946 0.92335904],[0. 1. 0.]
7855,[0.82264948 0.15509793 0.02225259],[1. 0. 0.]
7856,[0.93748719 0.05508537 0.00742746],[1. 0. 0.]
7857,[0.00198427 0.00954095 0.98847479],[0. 0. 1.]
7858,[0.83716345 0.1449198  0.01791679],[1. 0. 0.]
7859,[0.05130177 0.33482775 0.6138705 ],[0. 0. 1.]
7860,[0.00238698 0.01730207 0.98031092],[0. 0. 1.]
7861,[0.53431672 0.41839722 0.04728611],[0. 1. 0.]
7862,[0.03721055 0.23831099 0.72447842],[0. 0. 1.]
7863,[0.00317166 0.01660281 0.9802255 ],[0. 0. 1.]
7864,[0.00790095 0.30201983 0.69007921],[0. 0. 1.]
7865,[0.10160375 0.77683961 0.12155659],[0. 0. 1.]
7866,[0.02480298 0.74874091 0.22645614],[0. 1. 0.]
7867,[0.83223486 0.14798209 0.01978301],[1. 0. 0.]
7868,[0.00751465 0.16363551 0.82884985],[0. 0. 1.]
7869,[0.01073937 0.58377469 0.40548599],[0. 1. 0.]
7870,[0.90318799 0.08815015 0.00866187],[1. 0. 0.]
7871,[0.00870684 0.05628276 0.93501043],[0. 1. 0.]
7872,[0.02508023 0.84765649 0.1272632 ],[0. 1. 0.]
7873,[0.66971809 0.2732068  0.05707512],[1. 0. 0.]
7874,[0.85968751 0.12795724 0.01235519],[1. 0. 0.]
7875,[0.00324047 0.01703545 0.97972405],[0. 0. 1.]
7876,[0.12525608 0.80294454 0.07179934],[0. 1. 0.]
7877,[0.70855719 0.26308355 0.02835922],[0. 1. 0.]
7878,[0.11624391 0.40339646 0.48035964],[0. 1. 0.]
7879,[0.62027079 0.35704616 0.02268309],[0. 1. 0.]
7880,[0.00228745 0.0240409  0.97367167],[0. 0. 1.]
7881,[0.87421894 0.09944123 0.02633979],[1. 0. 0.]
7882,[0.02004474 0.19763096 0.78232425],[0. 0. 1.]
7883,[0.007621   0.08045293 0.91192603],[0. 0. 1.]
7884,[0.7377885  0.24566884 0.01654263],[1. 0. 0.]
7885,[0.00937616 0.26471421 0.72590965],[0. 1. 0.]
7886,[0.00174953 0.01262151 0.9856289 ],[0. 0. 1.]
7887,[0.92591339 0.06760292 0.00648366],[1. 0. 0.]
7888,[0.01881412 0.10708541 0.87410051],[0. 0. 1.]
7889,[0.00401018 0.34638968 0.64960015],[0. 1. 0.]
7890,[0.00176315 0.01123418 0.98700267],[0. 0. 1.]
7891,[0.21311601 0.73100066 0.05588332],[0. 1. 0.]
7892,[0.00625791 0.17012571 0.82361639],[0. 0. 1.]
7893,[0.00241045 0.00930571 0.98828387],[0. 0. 1.]
7894,[0.93845177 0.05568505 0.0058632 ],[1. 0. 0.]
7895,[0.57369542 0.39738977 0.02891489],[1. 0. 0.]
7896,[0.00776203 0.78942019 0.20281771],[0. 1. 0.]
7897,[0.22126931 0.55730265 0.22142805],[1. 0. 0.]
7898,[0.69476038 0.26754609 0.03769345],[1. 0. 0.]
7899,[0.00319353 0.10310179 0.89370471],[0. 0. 1.]
7900,[0.66114616 0.23937368 0.09948011],[1. 0. 0.]
7901,[0.89149225 0.09959722 0.0089106 ],[0. 1. 0.]
7902,[0.92690063 0.06001119 0.01308827],[1. 0. 0.]
7903,[0.0036783  0.0747931  0.92152864],[0. 1. 0.]
7904,[0.00470977 0.60319537 0.39209479],[0. 1. 0.]
7905,[0.00807807 0.4358004  0.55612153],[0. 1. 0.]
7906,[0.76029736 0.21342179 0.02628086],[1. 0. 0.]
7907,[0.90418595 0.08513598 0.01067811],[1. 0. 0.]
7908,[0.8525331  0.13670158 0.01076525],[1. 0. 0.]
7909,[0.00207315 0.01370992 0.98421693],[0. 0. 1.]
7910,[0.04859365 0.8104378  0.14096855],[0. 1. 0.]
7911,[0.93342799 0.05370057 0.01287139],[1. 0. 0.]
7912,[0.00203529 0.00820772 0.98975694],[0. 0. 1.]
7913,[0.05381707 0.69591177 0.25027117],[0. 0. 1.]
7914,[0.87254018 0.10793368 0.01952615],[0. 0. 1.]
7915,[0.72001016 0.26615572 0.01383413],[0. 1. 0.]
7916,[0.00963466 0.04623556 0.94412977],[0. 1. 0.]
7917,[0.0036682  0.0121368  0.98419499],[0. 1. 0.]
7918,[0.24055986 0.69027144 0.06916869],[1. 0. 0.]
7919,[0.37455633 0.57558465 0.04985906],[0. 1. 0.]
7920,[0.00929167 0.18188962 0.8088187 ],[0. 1. 0.]
7921,[0.004803   0.19641106 0.79878592],[0. 0. 1.]
7922,[0.013815   0.87992901 0.10625602],[0. 1. 0.]
7923,[0.00978153 0.07064653 0.91957188],[0. 0. 1.]
7924,[0.01947752 0.08040108 0.90012145],[0. 0. 1.]
7925,[0.00171917 0.00855137 0.9897294 ],[0. 0. 1.]
7926,[0.92638534 0.06276686 0.01084778],[1. 0. 0.]
7927,[0.89557785 0.09091427 0.0135078 ],[1. 0. 0.]
7928,[0.0101569  0.57787985 0.41196322],[0. 0. 1.]
7929,[0.00136255 0.12097006 0.87766737],[0. 1. 0.]
7930,[0.54348713 0.26385298 0.19265993],[0. 0. 1.]
7931,[0.01553099 0.05257698 0.93189204],[0. 1. 0.]
7932,[0.7469185  0.23434843 0.01873305],[1. 0. 0.]
7933,[0.00355508 0.03281826 0.96362662],[0. 0. 1.]
7934,[0.00275453 0.0119509  0.98529458],[0. 0. 1.]
7935,[0.0209947  0.12372431 0.855281  ],[0. 0. 1.]
7936,[0.36703774 0.51394022 0.11902208],[0. 1. 0.]
7937,[0.82231575 0.17051621 0.00716807],[0. 1. 0.]
7938,[0.02207277 0.65894413 0.31898311],[0. 1. 0.]
7939,[0.83909804 0.14867128 0.01223074],[1. 0. 0.]
7940,[0.00294672 0.00610077 0.99095249],[0. 0. 1.]
7941,[0.3037439  0.65331161 0.04294452],[0. 1. 0.]
7942,[0.2743789  0.37583533 0.34978575],[0. 1. 0.]
7943,[0.01353199 0.38424125 0.60222673],[0. 0. 1.]
7944,[0.00262349 0.02078558 0.97659087],[0. 0. 1.]
7945,[0.00430052 0.7269789  0.26872051],[0. 1. 0.]
7946,[0.87642574 0.11290266 0.01067159],[1. 0. 0.]
7947,[0.00321402 0.03210014 0.96468586],[0. 0. 1.]
7948,[0.74363059 0.23016985 0.02619957],[0. 1. 0.]
7949,[0.11092316 0.57869047 0.31038633],[0. 0. 1.]
7950,[0.85216737 0.13768512 0.0101475 ],[1. 0. 0.]
7951,[0.00308398 0.01686431 0.98005176],[0. 0. 1.]
7952,[0.00372377 0.00961616 0.98666012],[0. 0. 1.]
7953,[0.00351843 0.00777859 0.98870301],[0. 0. 1.]
7954,[0.70328248 0.25957742 0.0371401 ],[0. 1. 0.]
7955,[0.12309219 0.73758531 0.13932244],[1. 0. 0.]
7956,[0.00394059 0.04098089 0.95507848],[0. 0. 1.]
7957,[0.91690177 0.07715444 0.00594383],[1. 0. 0.]
7958,[0.68103015 0.28601509 0.03295477],[1. 0. 0.]
7959,[0.85058337 0.13977848 0.00963814],[1. 0. 0.]
7960,[0.00815559 0.02351954 0.96832484],[0. 0. 1.]
7961,[0.00261125 0.0176854  0.97970337],[0. 0. 1.]
7962,[0.07748177 0.55710709 0.36541116],[0. 1. 0.]
7963,[0.3667419  0.58844334 0.04481473],[1. 0. 0.]
7964,[0.02645321 0.31446823 0.65907854],[0. 1. 0.]
7965,[0.89292079 0.10136265 0.00571652],[1. 0. 0.]
7966,[0.73630565 0.22372949 0.03996486],[1. 0. 0.]
7967,[0.01575237 0.14863218 0.83561546],[1. 0. 0.]
7968,[0.34429964 0.58678383 0.06891654],[0. 1. 0.]
7969,[0.01283664 0.07139324 0.91577011],[0. 0. 1.]
7970,[0.88970643 0.09571831 0.0145753 ],[1. 0. 0.]
7971,[0.0308164  0.84289235 0.12629122],[0. 1. 0.]
7972,[0.01172807 0.10207663 0.8861953 ],[0. 1. 0.]
7973,[0.03579332 0.19877914 0.76542753],[0. 1. 0.]
7974,[0.86351895 0.12412713 0.01235392],[1. 0. 0.]
7975,[0.83065331 0.13256922 0.03677749],[1. 0. 0.]
7976,[0.07449133 0.78150696 0.14400171],[0. 1. 0.]
7977,[0.27986211 0.33282661 0.38731122],[0. 0. 1.]
7978,[0.00329197 0.01957691 0.97713113],[0. 0. 1.]
7979,[0.53151608 0.41273189 0.05575209],[1. 0. 0.]
7980,[0.07104122 0.48342949 0.44552931],[0. 0. 1.]
7981,[0.87689817 0.10680214 0.0162996 ],[1. 0. 0.]
7982,[0.62293851 0.28093782 0.09612364],[0. 1. 0.]
7983,[0.72741574 0.24280497 0.0297792 ],[1. 0. 0.]
7984,[0.6512332  0.294267   0.05449982],[1. 0. 0.]
7985,[0.09711183 0.52697068 0.37591749],[0. 1. 0.]
7986,[0.27024144 0.6846987  0.04505987],[0. 1. 0.]
7987,[0.85249138 0.13465716 0.01285144],[1. 0. 0.]
7988,[0.89062417 0.09931438 0.01006147],[1. 0. 0.]
7989,[0.90082127 0.09121905 0.00795968],[1. 0. 0.]
7990,[0.47446528 0.46616048 0.05937427],[0. 1. 0.]
7991,[0.94094515 0.05152335 0.00753152],[1. 0. 0.]
7992,[0.05911437 0.82896423 0.11192146],[0. 1. 0.]
7993,[0.04502172 0.66869336 0.28628489],[0. 0. 1.]
7994,[0.90985489 0.07925013 0.01089499],[1. 0. 0.]
7995,[0.20454903 0.71377993 0.0816711 ],[0. 1. 0.]
7996,[0.69501352 0.29032034 0.01466614],[1. 0. 0.]
7997,[0.8510111  0.14077757 0.0082113 ],[1. 0. 0.]
7998,[0.00265485 0.00633889 0.9910062 ],[0. 0. 1.]
7999,[0.46703908 0.49190533 0.04105567],[0. 1. 0.]
8000,[0.02343363 0.76882958 0.20773673],[0. 1. 0.]
8001,[0.94617653 0.04713741 0.00668604],[1. 0. 0.]
8002,[0.06760141 0.34439778 0.58800077],[0. 1. 0.]
8003,[0.01436759 0.04486003 0.94077241],[0. 0. 1.]
8004,[0.02445181 0.10821743 0.86733073],[0. 1. 0.]
8005,[0.04267955 0.80294174 0.15437871],[0. 1. 0.]
8006,[0.00395553 0.1646218  0.83142263],[0. 0. 1.]
8007,[0.07064997 0.47964081 0.44970924],[0. 0. 1.]
8008,[0.01030274 0.92653626 0.06316102],[0. 1. 0.]
8009,[0.00179623 0.00947918 0.98872453],[0. 0. 1.]
8010,[0.90744877 0.08794005 0.00461119],[1. 0. 0.]
8011,[0.88420343 0.09337967 0.02241686],[1. 0. 0.]
8012,[0.08586599 0.40625787 0.5078761 ],[0. 1. 0.]
8013,[0.00180998 0.27811712 0.72007287],[0. 1. 0.]
8014,[0.51644832 0.39154902 0.09200264],[0. 1. 0.]
8015,[0.02181242 0.07166133 0.90652627],[0. 1. 0.]
8016,[0.92672491 0.06492408 0.00835111],[1. 0. 0.]
8017,[0.83480006 0.13019888 0.03500104],[1. 0. 0.]
8018,[0.00366007 0.01016899 0.98617095],[1. 0. 0.]
8019,[0.69275951 0.25266609 0.05457436],[1. 0. 0.]
8020,[0.06123815 0.49498391 0.44377801],[0. 1. 0.]
8021,[0.00228597 0.00914726 0.98856676],[0. 0. 1.]
8022,[0.07358472 0.32928377 0.59713149],[0. 1. 0.]
8023,[0.13567863 0.74918574 0.11513562],[0. 1. 0.]
8024,[0.80801225 0.17938569 0.01260207],[1. 0. 0.]
8025,[0.77293354 0.18005735 0.04700912],[0. 1. 0.]
8026,[0.00320157 0.12915257 0.8676458 ],[0. 1. 0.]
8027,[0.26037058 0.48099843 0.25863102],[0. 0. 1.]
8028,[0.00877584 0.16101839 0.8302058 ],[0. 0. 1.]
8029,[0.73777175 0.23928794 0.0229403 ],[1. 0. 0.]
8030,[0.14539057 0.71609968 0.13850971],[0. 1. 0.]
8031,[0.17800771 0.58789074 0.23410158],[0. 1. 0.]
8032,[0.01447927 0.08604404 0.89947671],[0. 0. 1.]
8033,[0.00183553 0.01671733 0.9814471 ],[0. 0. 1.]
8034,[0.9212634  0.06964623 0.00909039],[1. 0. 0.]
8035,[0.0102219  0.60608494 0.38369316],[0. 1. 0.]
8036,[0.37681153 0.44067731 0.18251109],[0. 0. 1.]
8037,[0.00383862 0.35545596 0.64070547],[0. 1. 0.]
8038,[0.00563441 0.05116227 0.94320333],[0. 0. 1.]
8039,[0.00404016 0.40527484 0.59068495],[0. 1. 0.]
8040,[0.00208451 0.00857827 0.98933721],[0. 0. 1.]
8041,[0.08572085 0.14132957 0.77294964],[0. 1. 0.]
8042,[0.00694747 0.02685496 0.96619749],[0. 0. 1.]
8043,[0.07681789 0.8672604  0.05592172],[0. 1. 0.]
8044,[0.00160519 0.01407925 0.98431557],[0. 1. 0.]
8045,[0.64978421 0.33136833 0.01884751],[0. 1. 0.]
8046,[0.01445072 0.21208873 0.77346051],[0. 1. 0.]
8047,[0.00972115 0.07307431 0.91720456],[0. 0. 1.]
8048,[0.00507542 0.01940823 0.97551638],[0. 0. 1.]
8049,[0.9385134  0.05404342 0.00744322],[1. 0. 0.]
8050,[0.0110237  0.03995462 0.9490217 ],[0. 1. 0.]
8051,[0.01361982 0.86168802 0.12469216],[0. 1. 0.]
8052,[0.83107704 0.15840505 0.01051787],[0. 1. 0.]
8053,[0.16563377 0.79415059 0.04021564],[0. 1. 0.]
8054,[0.00592865 0.11224774 0.8818236 ],[0. 0. 1.]
8055,[0.67765319 0.29333225 0.02901454],[0. 1. 0.]
8056,[0.00221297 0.01191816 0.98586881],[0. 0. 1.]
8057,[0.08518935 0.66545057 0.24936005],[0. 1. 0.]
8058,[0.9351896  0.05668437 0.008126  ],[1. 0. 0.]
8059,[0.00249404 0.01145374 0.98605227],[0. 0. 1.]
8060,[0.03484497 0.90478849 0.06036649],[0. 1. 0.]
8061,[0.87364423 0.11703249 0.00932329],[1. 0. 0.]
8062,[0.00531248 0.04072725 0.9539603 ],[0. 0. 1.]
8063,[0.89666045 0.09743726 0.00590224],[0. 1. 0.]
8064,[0.72244459 0.24263802 0.03491746],[1. 0. 0.]
8065,[0.77450007 0.21594259 0.00955729],[0. 1. 0.]
8066,[0.01958298 0.02956435 0.95085269],[0. 0. 1.]
8067,[0.0066875  0.04133385 0.95197862],[0. 1. 0.]
8068,[0.87956506 0.10770933 0.01272565],[0. 1. 0.]
8069,[0.92508024 0.06861416 0.00630564],[1. 0. 0.]
8070,[0.61471438 0.37052083 0.01476477],[0. 1. 0.]
8071,[0.0024965  0.02560067 0.97190285],[0. 0. 1.]
8072,[0.00617515 0.02504973 0.96877509],[0. 0. 1.]
8073,[0.003566   0.08103991 0.91539407],[0. 0. 1.]
8074,[0.94851631 0.04502213 0.00646164],[1. 0. 0.]
8075,[0.01231404 0.88375735 0.10392861],[0. 1. 0.]
8076,[0.00229486 0.06550442 0.93220073],[1. 0. 0.]
8077,[0.00518269 0.0228937  0.97192365],[0. 1. 0.]
8078,[0.07162351 0.8296327  0.09874373],[0. 1. 0.]
8079,[0.80370098 0.18040389 0.01589514],[0. 1. 0.]
8080,[0.00878978 0.05272318 0.93848699],[0. 0. 1.]
8081,[0.00826554 0.03108676 0.9606477 ],[1. 0. 0.]
8082,[0.51014    0.41622216 0.07363781],[1. 0. 0.]
8083,[0.00536483 0.02615128 0.96848387],[0. 0. 1.]
8084,[0.00768572 0.02878675 0.96352756],[1. 0. 0.]
8085,[0.31289098 0.56724513 0.11986393],[1. 0. 0.]
